,well,qc1.rseal,qc1.cm,qc1.rseries,qc2.raw,qc2.subtracted,qc3.raw,qc3.E4031,qc3.subtracted,qc4.rseal,qc4.cm,qc4.rseries,qc5.staircase,qc5.1.staircase,qc6.subtracted,qc6.1.subtracted,qc6.2.subtracted,protocol,qc3.bookend,QC.Erev.all_protocols,QC.Erev.spread,QC1.all_protocols,QC4.all_protocols,QC6.all_protocols
460,D05,False,True,False,True,True,False,True,False,True,True,True,True,False,False,True,True,staircaseramp_2,False,True,True,True,True,True
461,D06,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,staircaseramp_2,True,True,True,True,True,True
462,D07,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,True,True,True,True,True,True
463,D08,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
464,D09,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
465,D10,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
466,D11,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
467,D12,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
468,D13,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
469,D14,False,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
470,D15,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
471,D16,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
472,D17,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
473,D18,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,staircaseramp_2,False,True,True,True,True,True
474,D19,False,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
475,D20,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
476,D21,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
477,D22,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
478,D23,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
479,D24,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
480,E01,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
481,E02,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
482,E03,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
483,E04,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,staircaseramp_2,False,True,True,True,True,True
484,E05,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
485,E06,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,True,True,True,True,True,True
486,E07,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
487,E08,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
488,E09,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
489,E10,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
490,E11,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
491,E12,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
492,E13,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
493,E14,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
494,E15,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
495,E16,False,False,False,True,False,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,True,True,True,True,True,True
496,E17,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,staircaseramp_2,False,True,True,True,True,True
497,E18,False,True,False,True,True,False,True,False,False,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
498,E19,False,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
499,E20,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,staircaseramp_2,False,True,True,True,True,True
500,E21,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,True,True,True,True,True,True
501,E22,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
502,E23,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
503,E24,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
504,F01,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
505,F02,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
506,F03,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
507,F04,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
508,F05,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
509,F06,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
510,F07,False,False,False,True,False,True,True,True,True,False,False,True,False,False,False,True,staircaseramp_2,False,True,True,True,True,True
511,F08,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
512,F09,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
513,F10,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
514,F11,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
515,F12,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
516,F13,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
517,F14,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
518,F15,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
519,F16,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
520,F17,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
521,F18,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
522,F19,False,False,False,True,True,True,True,False,True,False,False,True,False,False,True,True,staircaseramp_2,False,True,True,True,True,True
523,F20,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
524,F21,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
525,F22,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
526,F23,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
527,F24,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
528,G01,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,staircaseramp_2,True,True,True,True,True,True
529,G02,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,staircaseramp_2,True,True,True,True,True,True
530,G03,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
531,G04,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
532,G05,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,staircaseramp_2,True,True,True,True,True,True
533,G06,False,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
534,G07,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
535,G08,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
536,G09,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
537,G10,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
538,G11,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
539,G12,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
540,G13,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
541,G14,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
542,G15,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
543,G16,False,False,False,True,False,True,True,True,True,False,False,True,False,True,False,False,staircaseramp_2,False,True,True,True,True,True
544,G17,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,staircaseramp_2,False,True,True,True,True,True
545,G18,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
546,G19,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
547,G20,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
548,G21,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
549,G22,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,staircaseramp_2,False,True,True,True,True,True
550,G23,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
551,G24,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,staircaseramp_2,False,True,True,True,True,True
552,H01,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
553,H02,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
554,H03,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
555,H04,False,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
556,H05,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
557,H06,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
558,H07,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,staircaseramp_2,True,True,True,True,True,True
559,H08,False,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
560,H09,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
561,H10,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,staircaseramp_2,False,True,True,True,True,True
562,H11,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
563,H12,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
564,H13,False,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
565,H14,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
566,H15,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
567,H16,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
568,H17,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
569,H18,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
570,H19,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
571,H20,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
572,H21,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
573,H22,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,staircaseramp_2,True,True,True,True,True,True
574,H23,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,True,staircaseramp_2,False,True,True,True,True,True
575,H24,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
576,I01,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
577,I02,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,staircaseramp_2,True,True,True,True,True,True
578,I03,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
579,I04,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
580,I05,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,staircaseramp_2,False,True,True,True,True,True
581,I06,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
582,I07,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
583,I08,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
584,I09,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
585,I10,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
586,I11,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
587,I12,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
588,I13,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
589,I14,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
590,I15,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,staircaseramp_2,True,True,True,True,True,True
591,I16,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
592,I17,False,False,False,True,False,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,True,True,True,True,True,True
593,I18,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,staircaseramp_2,True,True,True,True,True,True
594,I19,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
595,I20,True,True,False,True,True,False,True,False,True,False,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
596,I21,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
597,I22,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
598,I23,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
599,I24,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,True,True,True,True,True,True
600,J01,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,staircaseramp_2,True,True,True,True,True,True
601,J02,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,staircaseramp_2,True,True,True,True,True,True
602,J03,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
603,J04,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
604,J05,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
605,J06,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
606,J07,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
607,J08,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
608,J09,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,staircaseramp_2,True,True,True,True,True,True
609,J10,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
610,J11,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
611,J12,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
612,J13,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
613,J14,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
614,J15,True,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
615,J16,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
616,J17,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
617,J18,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
618,J19,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
619,J20,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
620,J21,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
621,J22,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
622,J23,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
623,J24,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
624,K01,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
625,K02,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
626,K03,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
627,K04,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
628,K05,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
629,K06,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
630,K07,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
631,K08,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
632,K09,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,staircaseramp_2,True,True,True,True,True,True
633,K10,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
634,K11,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
635,K12,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
636,K13,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
637,K14,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
638,K15,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
639,K16,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,staircaseramp_2,False,True,True,True,True,True
640,K17,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
641,K18,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
642,K19,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,True,True,True,True,True,True
643,K20,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
644,K21,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
645,K22,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
646,K23,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
647,K24,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
648,L01,False,False,False,True,False,False,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
649,L02,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
650,L03,True,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
651,L04,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
652,L05,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
653,L06,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
654,L07,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
655,L08,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
656,L09,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
657,L10,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
658,L11,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
659,L12,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
660,L13,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
661,L14,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
662,L15,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
663,L16,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
664,L17,False,False,False,True,True,True,False,False,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
665,L18,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
666,L19,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
667,L20,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,staircaseramp_2,False,True,True,True,True,True
668,L21,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
669,L22,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
670,L23,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
671,L24,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
672,M01,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
673,M02,True,True,False,True,True,False,True,False,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
674,M03,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
675,M04,False,False,False,True,False,True,True,True,True,False,False,True,False,False,True,True,staircaseramp_2,True,True,True,True,True,True
676,M05,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
677,M06,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
678,M07,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,staircaseramp_2,True,True,True,True,True,True
679,M08,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
680,M09,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
681,M10,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
682,M11,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
683,M12,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
684,M13,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
685,M14,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
686,M15,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
687,M16,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
688,M17,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
689,M18,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
690,M19,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
691,M20,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
692,M21,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
693,M22,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
694,M23,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
695,M24,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
696,N01,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,staircaseramp_2,False,True,True,True,True,True
