,well,qc1.rseal,qc1.cm,qc1.rseries,qc2.raw,qc2.subtracted,qc3.raw,qc3.E4031,qc3.subtracted,qc4.rseal,qc4.cm,qc4.rseries,qc5.staircase,qc5.1.staircase,qc6.subtracted,qc6.1.subtracted,qc6.2.subtracted,protocol,qc3.bookend,QC.Erev.all_protocols,QC.Erev.spread,QC1.all_protocols,QC4.all_protocols,QC6.all_protocols
697,N02,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
698,N03,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
699,N04,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
700,N05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
701,N06,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,staircaseramp_2,False,True,True,True,True,True
702,N07,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
703,N08,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
704,N09,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
705,N10,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
706,N11,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
707,N12,True,True,True,True,True,False,True,False,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
708,N13,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
709,N14,False,False,False,True,False,True,True,True,True,False,False,False,False,False,True,True,staircaseramp_2,False,True,True,True,True,True
710,N15,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
711,N16,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
712,N17,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
713,N18,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
714,N19,True,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
715,N20,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
716,N21,False,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
717,N22,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
718,N23,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
719,N24,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
720,O01,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
721,O02,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
722,O03,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,staircaseramp_2,False,True,True,True,True,True
723,O04,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,staircaseramp_2,False,True,True,True,True,True
724,O05,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,staircaseramp_2,False,True,True,True,True,True
725,O06,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
726,O07,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
727,O08,False,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
728,O09,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
729,O10,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
730,O11,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
731,O12,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
732,O13,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
733,O14,True,True,False,True,True,True,False,False,True,False,False,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
734,O15,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
735,O16,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,staircaseramp_2,False,True,True,True,True,True
736,O17,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
737,O18,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
738,O19,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
739,O20,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
740,O21,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,staircaseramp_2,False,True,True,True,True,True
741,O22,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
742,O23,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,True,True,True,True,True,True
743,O24,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
744,P01,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
745,P02,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
746,P03,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,staircaseramp_2,False,True,True,True,True,True
747,P04,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
748,P05,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
749,P06,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
750,P07,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
751,P08,False,False,False,True,True,True,True,True,True,False,False,True,False,False,True,True,staircaseramp_2,False,True,True,True,True,True
752,P09,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
753,P10,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
754,P11,True,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
755,P12,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,staircaseramp_2,False,True,True,True,True,True
756,P13,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,staircaseramp_2,False,True,True,True,True,True
757,P14,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
758,P15,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
759,P16,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
760,P17,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
761,P18,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
762,P19,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
763,P20,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
764,P21,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,staircaseramp_2,True,True,True,True,True,True
765,P22,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,staircaseramp_2,False,True,True,True,True,True
766,P23,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,True,True,True,True,True,True
767,P24,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,staircaseramp_2,False,True,True,True,True,True
